86043 silly lifecycle cli-width@2.2.0~preinstall: no script for preinstall, continuing
89890 silly linkStuff istanbul-lib-report@2.0.8 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89891 verbose linkBins istanbul-lib-report@2.0.8
89892 verbose linkMans istanbul-lib-report@2.0.8
89893 silly build find-cache-dir@2.1.0
89894 info linkStuff find-cache-dir@2.1.0
89895 silly linkStuff find-cache-dir@2.1.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89896 verbose linkBins find-cache-dir@2.1.0
89897 verbose linkMans find-cache-dir@2.1.0
89898 silly build cp-file@6.2.0
89899 info linkStuff cp-file@6.2.0
89900 silly linkStuff cp-file@6.2.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89901 verbose linkBins cp-file@6.2.0
89902 verbose linkMans cp-file@6.2.0
89903 silly build serialize-javascript@1.9.1
89904 info linkStuff serialize-javascript@1.9.1
89905 silly linkStuff serialize-javascript@1.9.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89906 verbose linkBins serialize-javascript@1.9.1
89907 verbose linkMans serialize-javascript@1.9.1
89908 silly build set-blocking@2.0.0
89909 info linkStuff set-blocking@2.0.0
89910 silly linkStuff set-blocking@2.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89911 verbose linkBins set-blocking@2.0.0
89912 verbose linkMans set-blocking@2.0.0
89913 silly build extend-shallow@2.0.1
89914 info linkStuff extend-shallow@2.0.1
89915 silly linkStuff extend-shallow@2.0.1 has /home/rsadaye/wyo/dashcore-lib/node_modules/set-value/node_modules as its parent node_modules
89916 verbose linkBins extend-shallow@2.0.1
89917 verbose linkMans extend-shallow@2.0.1
89918 silly build setimmediate@1.0.5
89919 info linkStuff setimmediate@1.0.5
89920 silly linkStuff setimmediate@1.0.5 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89921 verbose linkBins setimmediate@1.0.5
89922 verbose linkMans setimmediate@1.0.5
89923 silly build setprototypeof@1.1.1
89924 info linkStuff setprototypeof@1.1.1
89925 silly linkStuff setprototypeof@1.1.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89926 verbose linkBins setprototypeof@1.1.1
89927 verbose linkMans setprototypeof@1.1.1
89928 silly build sha.js@2.4.11
89929 info linkStuff sha.js@2.4.11
89930 silly linkStuff sha.js@2.4.11 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89931 verbose linkBins sha.js@2.4.11
89932 verbose link bins [ { 'sha.js': './bin.js' },
89932 verbose link bins   '/home/rsadaye/wyo/dashcore-lib/node_modules/.bin',
89932 verbose link bins   false ]
89933 verbose linkMans sha.js@2.4.11
89934 silly gentlyRm /home/rsadaye/wyo/dashcore-lib/node_modules/.bin/sha.js is being purged
89935 verbose gentlyRm don't care about contents; nuking /home/rsadaye/wyo/dashcore-lib/node_modules/.bin/sha.js
89936 silly build create-hash@1.2.0
89937 info linkStuff create-hash@1.2.0
89938 silly linkStuff create-hash@1.2.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89939 verbose linkBins create-hash@1.2.0
89940 verbose linkMans create-hash@1.2.0
89941 silly build create-hmac@1.1.7
89942 info linkStuff create-hmac@1.1.7
89943 silly linkStuff create-hmac@1.1.7 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89944 verbose linkBins create-hmac@1.1.7
89945 verbose linkMans create-hmac@1.1.7
89946 silly build pbkdf2@3.0.17
89947 info linkStuff pbkdf2@3.0.17
89948 silly linkStuff pbkdf2@3.0.17 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89949 verbose linkBins pbkdf2@3.0.17
89950 verbose linkMans pbkdf2@3.0.17
89951 silly build browserify-aes@1.2.0
89952 info linkStuff browserify-aes@1.2.0
89953 silly linkStuff browserify-aes@1.2.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89954 verbose linkBins browserify-aes@1.2.0
89955 verbose linkMans browserify-aes@1.2.0
89956 silly build parse-asn1@5.1.5
89957 info linkStuff parse-asn1@5.1.5
89958 silly linkStuff parse-asn1@5.1.5 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89959 verbose linkBins parse-asn1@5.1.5
89960 verbose linkMans parse-asn1@5.1.5
89961 silly build public-encrypt@4.0.3
89962 info linkStuff public-encrypt@4.0.3
89963 silly linkStuff public-encrypt@4.0.3 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89964 verbose linkBins public-encrypt@4.0.3
89965 verbose linkMans public-encrypt@4.0.3
89966 silly build browserify-sign@4.0.4
89967 info linkStuff browserify-sign@4.0.4
89968 silly linkStuff browserify-sign@4.0.4 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89969 verbose linkBins browserify-sign@4.0.4
89970 verbose linkMans browserify-sign@4.0.4
89971 silly build browserify-cipher@1.0.1
89972 info linkStuff browserify-cipher@1.0.1
89973 silly linkStuff browserify-cipher@1.0.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89974 verbose linkBins browserify-cipher@1.0.1
89975 verbose linkMans browserify-cipher@1.0.1
89976 silly build crypto-browserify@3.12.0
89977 info linkStuff crypto-browserify@3.12.0
89978 silly linkStuff crypto-browserify@3.12.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89979 verbose linkBins crypto-browserify@3.12.0
89980 verbose linkMans crypto-browserify@3.12.0
89981 silly build shallow-copy@0.0.1
89982 info linkStuff shallow-copy@0.0.1
89983 silly linkStuff shallow-copy@0.0.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89984 verbose linkBins shallow-copy@0.0.1
89985 verbose linkMans shallow-copy@0.0.1
89986 silly build shebang-regex@1.0.0
89987 info linkStuff shebang-regex@1.0.0
89988 silly linkStuff shebang-regex@1.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89989 verbose linkBins shebang-regex@1.0.0
89990 verbose linkMans shebang-regex@1.0.0
89991 silly build shebang-command@1.2.0
89992 info linkStuff shebang-command@1.2.0
89993 silly linkStuff shebang-command@1.2.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89994 verbose linkBins shebang-command@1.2.0
89995 verbose linkMans shebang-command@1.2.0
89996 silly build signal-exit@3.0.2
89997 info linkStuff signal-exit@3.0.2
89998 silly linkStuff signal-exit@3.0.2 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
89999 verbose linkBins signal-exit@3.0.2
90000 verbose linkMans signal-exit@3.0.2
90001 silly build restore-cursor@2.0.0
90002 info linkStuff restore-cursor@2.0.0
90003 silly linkStuff restore-cursor@2.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90004 verbose linkBins restore-cursor@2.0.0
90005 verbose linkMans restore-cursor@2.0.0
90006 silly build cli-cursor@2.1.0
90007 info linkStuff cli-cursor@2.1.0
90008 silly linkStuff cli-cursor@2.1.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90009 verbose linkBins cli-cursor@2.1.0
90010 verbose linkMans cli-cursor@2.1.0
90011 silly build loud-rejection@1.6.0
90012 info linkStuff loud-rejection@1.6.0
90013 silly linkStuff loud-rejection@1.6.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90014 verbose linkBins loud-rejection@1.6.0
90015 verbose linkMans loud-rejection@1.6.0
90016 silly build slice-ansi@2.1.0
90017 info linkStuff slice-ansi@2.1.0
90018 silly linkStuff slice-ansi@2.1.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90019 verbose linkBins slice-ansi@2.1.0
90020 verbose linkMans slice-ansi@2.1.0
90021 silly build kind-of@6.0.2
90022 info linkStuff kind-of@6.0.2
90023 silly linkStuff kind-of@6.0.2 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon-node/node_modules as its parent node_modules
90024 verbose linkBins kind-of@6.0.2
90025 verbose linkMans kind-of@6.0.2
90026 silly build is-data-descriptor@1.0.0
90027 info linkStuff is-data-descriptor@1.0.0
90028 silly linkStuff is-data-descriptor@1.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon-node/node_modules as its parent node_modules
90029 verbose linkBins is-data-descriptor@1.0.0
90030 verbose linkMans is-data-descriptor@1.0.0
90031 silly build is-accessor-descriptor@1.0.0
90032 info linkStuff is-accessor-descriptor@1.0.0
90033 silly linkStuff is-accessor-descriptor@1.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon-node/node_modules as its parent node_modules
90034 verbose linkBins is-accessor-descriptor@1.0.0
90035 verbose linkMans is-accessor-descriptor@1.0.0
90036 silly build is-descriptor@1.0.2
90037 info linkStuff is-descriptor@1.0.2
90038 silly linkStuff is-descriptor@1.0.2 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon-node/node_modules as its parent node_modules
90039 verbose linkBins is-descriptor@1.0.2
90040 verbose linkMans is-descriptor@1.0.2
90041 silly build define-property@1.0.0
90042 info linkStuff define-property@1.0.0
90043 silly linkStuff define-property@1.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon-node/node_modules as its parent node_modules
90044 verbose linkBins define-property@1.0.0
90045 verbose linkMans define-property@1.0.0
90046 silly build snapdragon-util@3.0.1
90047 info linkStuff snapdragon-util@3.0.1
90048 silly linkStuff snapdragon-util@3.0.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90049 verbose linkBins snapdragon-util@3.0.1
90050 verbose linkMans snapdragon-util@3.0.1
90051 silly build snapdragon-node@2.1.1
90052 info linkStuff snapdragon-node@2.1.1
90053 silly linkStuff snapdragon-node@2.1.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90054 verbose linkBins snapdragon-node@2.1.1
90055 verbose linkMans snapdragon-node@2.1.1
90056 silly build define-property@0.2.5
90057 info linkStuff define-property@0.2.5
90058 silly linkStuff define-property@0.2.5 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon/node_modules as its parent node_modules
90059 verbose linkBins define-property@0.2.5
90060 verbose linkMans define-property@0.2.5
90061 silly build extend-shallow@2.0.1
90062 info linkStuff extend-shallow@2.0.1
90063 silly linkStuff extend-shallow@2.0.1 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon/node_modules as its parent node_modules
90064 verbose linkBins extend-shallow@2.0.1
90065 verbose linkMans extend-shallow@2.0.1
90066 silly build ms@2.0.0
90067 info linkStuff ms@2.0.0
90068 silly linkStuff ms@2.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon/node_modules as its parent node_modules
90069 verbose linkBins ms@2.0.0
90070 verbose linkMans ms@2.0.0
90071 silly build debug@2.6.9
90072 info linkStuff debug@2.6.9
90073 silly linkStuff debug@2.6.9 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon/node_modules as its parent node_modules
90074 verbose linkBins debug@2.6.9
90075 verbose linkMans debug@2.6.9
90076 silly build source-map@0.5.7
90077 info linkStuff source-map@0.5.7
90078 silly linkStuff source-map@0.5.7 has /home/rsadaye/wyo/dashcore-lib/node_modules/snapdragon/node_modules as its parent node_modules
90079 verbose linkBins source-map@0.5.7
90080 verbose linkMans source-map@0.5.7
90081 silly build socket.io-adapter@1.1.1
90082 info linkStuff socket.io-adapter@1.1.1
90083 silly linkStuff socket.io-adapter@1.1.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90084 verbose linkBins socket.io-adapter@1.1.1
90085 verbose linkMans socket.io-adapter@1.1.1
90086 silly build ms@2.0.0
90087 info linkStuff ms@2.0.0
90088 silly linkStuff ms@2.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/socket.io-client/node_modules as its parent node_modules
90089 verbose linkBins ms@2.0.0
90090 verbose linkMans ms@2.0.0
90091 silly build debug@3.1.0
90092 info linkStuff debug@3.1.0
90093 silly linkStuff debug@3.1.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/socket.io-client/node_modules as its parent node_modules
90094 verbose linkBins debug@3.1.0
90095 verbose linkMans debug@3.1.0
90096 silly build isarray@2.0.1
90097 info linkStuff isarray@2.0.1
90098 silly linkStuff isarray@2.0.1 has /home/rsadaye/wyo/dashcore-lib/node_modules/socket.io-parser/node_modules as its parent node_modules
90099 verbose linkBins isarray@2.0.1
90100 verbose linkMans isarray@2.0.1
90101 silly build ms@2.0.0
90102 info linkStuff ms@2.0.0
90103 silly linkStuff ms@2.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/socket.io-parser/node_modules as its parent node_modules
90104 verbose linkBins ms@2.0.0
90105 verbose linkMans ms@2.0.0
90106 silly build debug@3.1.0
90107 info linkStuff debug@3.1.0
90108 silly linkStuff debug@3.1.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/socket.io-parser/node_modules as its parent node_modules
90109 verbose linkBins debug@3.1.0
90110 verbose linkMans debug@3.1.0
90111 silly build socket.io-parser@3.2.0
90112 info linkStuff socket.io-parser@3.2.0
90113 silly linkStuff socket.io-parser@3.2.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90114 verbose linkBins socket.io-parser@3.2.0
90115 verbose linkMans socket.io-parser@3.2.0
90116 silly build ms@2.0.0
90117 info linkStuff ms@2.0.0
90118 silly linkStuff ms@2.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/socket.io/node_modules as its parent node_modules
90119 verbose linkBins ms@2.0.0
90120 verbose linkMans ms@2.0.0
90121 silly build debug@3.1.0
90122 info linkStuff debug@3.1.0
90123 silly linkStuff debug@3.1.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/socket.io/node_modules as its parent node_modules
90124 verbose linkBins debug@3.1.0
90125 verbose linkMans debug@3.1.0
90126 silly build source-list-map@2.0.1
90127 info linkStuff source-list-map@2.0.1
90128 silly linkStuff source-list-map@2.0.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90129 verbose linkBins source-list-map@2.0.1
90130 verbose linkMans source-list-map@2.0.1
90131 silly build source-map@0.6.1
90132 info linkStuff source-map@0.6.1
90133 silly linkStuff source-map@0.6.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90134 verbose linkBins source-map@0.6.1
90135 verbose linkMans source-map@0.6.1
90136 silly build merge-source-map@1.1.0
90137 info linkStuff merge-source-map@1.1.0
90138 silly linkStuff merge-source-map@1.1.0 has /home/rsadaye/wyo/dashcore-lib/node_modules/nyc/node_modules as its parent node_modules
90139 verbose linkBins merge-source-map@1.1.0
90140 verbose linkMans merge-source-map@1.1.0
90141 silly build source-map-url@0.4.0
90142 info linkStuff source-map-url@0.4.0
90143 silly linkStuff source-map-url@0.4.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90144 verbose linkBins source-map-url@0.4.0
90145 verbose linkMans source-map-url@0.4.0
90146 silly build spdx-exceptions@2.2.0
90147 info linkStuff spdx-exceptions@2.2.0
90148 silly linkStuff spdx-exceptions@2.2.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90149 verbose linkBins spdx-exceptions@2.2.0
90150 verbose linkMans spdx-exceptions@2.2.0
90151 silly build spdx-license-ids@3.0.5
90152 info linkStuff spdx-license-ids@3.0.5
90153 silly linkStuff spdx-license-ids@3.0.5 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90154 verbose linkBins spdx-license-ids@3.0.5
90155 verbose linkMans spdx-license-ids@3.0.5
90156 silly build spdx-expression-parse@3.0.0
90157 info linkStuff spdx-expression-parse@3.0.0
90158 silly linkStuff spdx-expression-parse@3.0.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90159 verbose linkBins spdx-expression-parse@3.0.0
90160 verbose linkMans spdx-expression-parse@3.0.0
90161 silly build spdx-correct@3.1.0
90162 info linkStuff spdx-correct@3.1.0
90163 silly linkStuff spdx-correct@3.1.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90164 verbose linkBins spdx-correct@3.1.0
90165 verbose linkMans spdx-correct@3.1.0
90166 silly build split-string@3.1.0
90167 info linkStuff split-string@3.1.0
90168 silly linkStuff split-string@3.1.0 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90169 verbose linkBins split-string@3.1.0
90170 verbose linkMans split-string@3.1.0
90171 silly build set-value@2.0.1
90172 info linkStuff set-value@2.0.1
90173 silly linkStuff set-value@2.0.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90174 verbose linkBins set-value@2.0.1
90175 verbose linkMans set-value@2.0.1
90176 silly build sprintf-js@1.0.3
90177 info linkStuff sprintf-js@1.0.3
90178 silly linkStuff sprintf-js@1.0.3 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90179 verbose linkBins sprintf-js@1.0.3
90180 verbose linkMans sprintf-js@1.0.3
90181 silly build argparse@1.0.10
90182 info linkStuff argparse@1.0.10
90183 silly linkStuff argparse@1.0.10 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90184 verbose linkBins argparse@1.0.10
90185 verbose linkMans argparse@1.0.10
90186 silly build js-yaml@3.13.1
90187 info linkStuff js-yaml@3.13.1
90188 silly linkStuff js-yaml@3.13.1 has /home/rsadaye/wyo/dashcore-lib/node_modules as its parent node_modules
90189 verbose linkBins js-yaml@3.13.1
90190 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
90190 verbose link bins   '/home/rsadaye/wyo/dashcore-lib/node_modules/.bin',
90190 verbose link bins   false ]
90191 verbose linkMans js-yaml@3.13.1
90192 silly gentlyRm /home/rsadaye/wyo/dashcore-lib/node_modules/.bin/js-yaml is being purged
